fold;lamb;nleaves;trainaccu_OSDT;testaccu_OSDT;totaltime;time_c;leaves_c
fold;lamb;nleaves;trainaccu_OSDT;testaccu_OSDT;totaltime;time_c;leaves_c
1;0.025;2.0;0.6354568854568855;0.6700434153400868;0.09852433204650879;0.08820390701293945;NA
2;0.025;2;0.6406048906048907;0.6237337192474675;0.09961962699890137;0.08913803100585938;[(-1,), (1,)]
3;0.025;2.0;0.6435006435006435;0.597684515195369;0.09915900230407715;0.08892941474914551;NA
4;0.025;2.0;0.6377091377091377;0.6497829232995659;0.09988284111022949;0.08932065963745117;NA
5;0.025;2.0;0.638996138996139;0.638205499276411;0.09957766532897949;0.08736681938171387;NA
6;0.025;2.0;0.6394787644787645;0.6338639652677279;0.10184073448181152;0.09128475189208984;NA
7;0.025;2.0;0.6352960102960103;0.6714905933429812;0.10109353065490723;0.08963942527770996;NA
8;0.025;2.0;0.6366414669454721;0.6594202898550725;0.09559202194213867;0.08524823188781738;NA
9;0.025;2.0;0.6388933569245617;0.6391304347826087;0.09533071517944336;0.08573579788208008;NA
10;0.025;2.0;0.6425928904616375;0.6057971014492753;0.09506845474243164;0.08538317680358887;NA
1;0.01;3;0.6518661518661519;0.6845151953690304;0.895092248916626;0.18652892112731934;[(1,), (-3, -1), (-1, 3)]
2;0.01;3;0.6558880308880309;0.6483357452966715;0.6028141975402832;0.18984055519104004;[(1,), (-3, -1), (-1, 3)]
3;0.01;3;0.6574967824967825;0.6338639652677279;0.7780752182006836;0.1841297149658203;[(1,), (-3, -1), (-1, 3)]
4;0.01;3;0.6536357786357787;0.6685962373371924;0.7973339557647705;0.18758797645568848;[(1,), (-3, -1), (-1, 3)]
5;0.01;3;0.6550836550836551;0.6555716353111433;0.8360261917114258;0.21760320663452148;[(1,), (-3, -1), (-1, 3)]
6;0.01;3;0.6568532818532818;0.6396526772793053;1.0105624198913574;0.20315074920654297;[(1,), (-3, -1), (-1, 3)]
7;0.01;3;0.6518661518661519;0.6685962373371924;1.1791050434112549;0.2239389419555664;[(1,), (-10, -1), (-1, 10)]
8;0.01;3;0.6552999839150716;0.6536231884057971;0.8988864421844482;0.22737431526184082;[(1,), (-3, -1), (-1, 3)]
9;0.01;3;0.6548174360624095;0.6579710144927536;0.8919751644134521;0.20356225967407227;[(1,), (-3, -1), (-1, 3)]
10;0.01;3;0.6588386681679267;0.6217391304347826;0.46657752990722656;0.20168232917785645;[(1,), (-3, -1), (-1, 3)]
fold;lamb;nleaves;trainaccu_OSDT;testaccu_OSDT;totaltime;time_c;leaves_c
1;0.025;2.0;0.6354568854568855;0.6700434153400868;0.10248017311096191;0.09126758575439453;NA
2;0.025;2;0.6406048906048907;0.6237337192474675;0.10478949546813965;0.09012365341186523;[(-1,), (1,)]
3;0.025;2.0;0.6435006435006435;0.597684515195369;0.1146402359008789;0.10205650329589844;NA
4;0.025;2.0;0.6377091377091377;0.6497829232995659;0.10338950157165527;0.09253597259521484;NA
5;0.025;2.0;0.638996138996139;0.638205499276411;0.11536073684692383;0.10471558570861816;NA
6;0.025;2.0;0.6394787644787645;0.6338639652677279;0.10369682312011719;0.09107351303100586;NA
7;0.025;2.0;0.6352960102960103;0.6714905933429812;0.10333061218261719;0.09135818481445312;NA
8;0.025;2.0;0.6366414669454721;0.6594202898550725;0.10315918922424316;0.09272480010986328;NA
9;0.025;2.0;0.6388933569245617;0.6391304347826087;0.10065984725952148;0.09049439430236816;NA
10;0.025;2.0;0.6425928904616375;0.6057971014492753;0.09937572479248047;0.08892083168029785;NA
1;0.01;3;0.6518661518661519;0.6845151953690304;0.93902587890625;0.1877155303955078;[(1,), (-3, -1), (-1, 3)]
2;0.01;3;0.6558880308880309;0.6483357452966715;0.6061174869537354;0.18979096412658691;[(1,), (-3, -1), (-1, 3)]
3;0.01;3;0.6574967824967825;0.6338639652677279;0.8279712200164795;0.1885216236114502;[(1,), (-3, -1), (-1, 3)]
4;0.01;3;0.6536357786357787;0.6685962373371924;0.803107500076294;0.19271039962768555;[(1,), (-3, -1), (-1, 3)]
5;0.01;3;0.6550836550836551;0.6555716353111433;0.8330516815185547;0.22025465965270996;[(1,), (-3, -1), (-1, 3)]
6;0.01;3;0.6568532818532818;0.6396526772793053;0.9355738162994385;0.1948690414428711;[(1,), (-3, -1), (-1, 3)]
7;0.01;3;0.6518661518661519;0.6685962373371924;0.961040735244751;0.19082403182983398;[(1,), (-10, -1), (-1, 10)]
8;0.01;3;0.6552999839150716;0.6536231884057971;0.7987093925476074;0.188828706741333;[(1,), (-3, -1), (-1, 3)]
9;0.01;3;0.6548174360624095;0.6579710144927536;0.8382136821746826;0.19399523735046387;[(1,), (-3, -1), (-1, 3)]
10;0.01;3;0.6588386681679267;0.6217391304347826;0.4475831985473633;0.19530463218688965;[(1,), (-3, -1), (-1, 3)]
1;0.005;5;0.6668275418275419;0.6888567293777135;9.546092987060547;0.6839950084686279;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
2;0.005;5;0.6682754182754183;0.6758321273516642;9.358886003494263;0.729318380355835;[(1,), (-7, -1), (-3, -1, 7), (-12, -1, 3, 7), (-1, 3, 7, 12)]
3;0.005;5;0.6727799227799228;0.6353111432706223;7.4586405754089355;0.6428604125976562;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
4;0.005;5;0.6676319176319176;0.6700434153400868;8.694761037826538;0.6441349983215332;[(1,), (-7, -1), (-1, 7, 12), (-12, -10, -1, 7), (-12, -1, 7, 10)]
5;0.005;4.0;0.6640926640926641;0.6454413892908828;9.692369222640991;0.08745598793029785;NA
6;0.005;5;0.671975546975547;0.6425470332850941;10.104689598083496;0.669562578201294;[(1,), (-7, -1), (-3, -1, 7), (-12, -1, 3, 7), (-1, 3, 7, 12)]
fold;lamb;nleaves;trainaccu_OSDT;testaccu_OSDT;totaltime;time_c;leaves_c
1;0.025;2.0;0.6354568854568855;0.6700434153400868;0.09480905532836914;0.08420372009277344;NA
2;0.025;2;0.6406048906048907;0.6237337192474675;0.09212470054626465;0.08199405670166016;[(-1,), (1,)]
3;0.025;2.0;0.6435006435006435;0.597684515195369;0.09360885620117188;0.08359909057617188;NA
4;0.025;2.0;0.6377091377091377;0.6497829232995659;0.09399080276489258;0.08291149139404297;NA
5;0.025;2.0;0.638996138996139;0.638205499276411;0.092681884765625;0.0824120044708252;NA
6;0.025;2.0;0.6394787644787645;0.6338639652677279;0.09245443344116211;0.08222818374633789;NA
7;0.025;2.0;0.6352960102960103;0.6714905933429812;0.09269881248474121;0.08120107650756836;NA
8;0.025;2.0;0.6366414669454721;0.6594202898550725;0.0931239128112793;0.08297467231750488;NA
9;0.025;2.0;0.6388933569245617;0.6391304347826087;0.09375834465026855;0.08316969871520996;NA
10;0.025;2.0;0.6425928904616375;0.6057971014492753;0.09202218055725098;0.0816030502319336;NA
1;0.01;3;0.6518661518661519;0.6845151953690304;0.8971214294433594;0.17870259284973145;[(1,), (-3, -1), (-1, 3)]
2;0.01;3;0.6558880308880309;0.6483357452966715;0.5792222023010254;0.18324708938598633;[(1,), (-3, -1), (-1, 3)]
3;0.01;3;0.6574967824967825;0.6338639652677279;0.7744221687316895;0.1787576675415039;[(1,), (-3, -1), (-1, 3)]
4;0.01;3;0.6536357786357787;0.6685962373371924;0.7799136638641357;0.18625307083129883;[(1,), (-3, -1), (-1, 3)]
5;0.01;3;0.6550836550836551;0.6555716353111433;0.8100621700286865;0.20772600173950195;[(1,), (-3, -1), (-1, 3)]
6;0.01;3;0.6568532818532818;0.6396526772793053;0.8918812274932861;0.18677282333374023;[(1,), (-3, -1), (-1, 3)]
7;0.01;3;0.6518661518661519;0.6685962373371924;0.8774611949920654;0.17846059799194336;[(1,), (-10, -1), (-1, 10)]
8;0.01;3;0.6552999839150716;0.6536231884057971;0.7644467353820801;0.1810925006866455;[(1,), (-3, -1), (-1, 3)]
9;0.01;3;0.6548174360624095;0.6579710144927536;0.793156623840332;0.17667746543884277;[(1,), (-3, -1), (-1, 3)]
10;0.01;3;0.6588386681679267;0.6217391304347826;0.42140698432922363;0.18926763534545898;[(1,), (-3, -1), (-1, 3)]
